term,sentiment
dalmatian,0
dam,0
damage,-2
damages,-2
damask,0
dame,0
damn,-2
damnable,-2
damnably,-2
damnation,-2
damned,-3
damp,0
dampen,-1
damper,-1
dampness,0
damsel,0
damson,0
dance,0
dancer,0
dandelion,0
dander,-1
dandle,0
dandruff,-1
dandy,1
danger,-2
dangerous,-2
dangerously,-1
dangle,0
danish,0
dank,-1
dankness,-1
dapper,2
dapple,0
dappled,0
dare,0
daredevil,0
daring,2
daringly,2
dark,-1
darken,0
darkly,-1
darkness,0
darkroom,0
darling,2
darn,0
dart,0
dartboard,0
darts,0
dash,0
dashboard,0
dashiki,0
dashing,2
dastardly,-2
data,0
database,0
date,0
dated,-1
dateline,0
dative,0
datum,0
daub,0
daughter,0
daunt,-1
daunting,-1
dauntless,2
dauntlessly,2
dauphin,0
davenport,0
davit,0
dawdle,-1
dawdler,-1
dawn,1
day,0
daybed,0
daybreak,0
daydream,0
daydreamer,0
daylight,0
daytime,0
day-to-day,0
daze,-1
dazzle,1
dazzling,2
dB,0
deacon,0
deaconess,0
deactivate,0
dead,-2
deadbeat,-2
deadbolt,0
deaden,-1
dead-end,-2
deadline,0
deadliness,-1
deadlock,-1
deadly,-3
deadpan,0
deadwood,0
deaf,-1
deafen,0
deafening,-1
deaf-mute,0
deafness,-1
deal,0
dealer,0
dealership,0
dealing,0
dealings,0
dealt,0
dean,0
dear,2
dearly,2
dearness,0
dearth,-1
death,-2
deathbed,-1
deathblow,-2
deathless,2
deathlike,-2
deathly,-2
deathtrap,-2
deb,0
debacle,-2
debar,0
debark,0
debarkation,0
debase,-2
debasement,-2
debatable,-1
debate,0
debater,0
debauch,-2
debauchery,-2
debilitate,-1
debilitation,-2
debility,-1
debit,0
debonair,1
debonairly,1
debrief,0
debriefing,0
debris,0
debt,0
debtor,0
debug,0
debunk,-1
debut,0
debutante,0
decade,0
decadence,-1
decadent,-1
decaf,0
decaffeinated,0
decal,0
decamp,-1
decant,0
decanter,0
decapitate,-2
decapitation,-2
decathlon,0
decay,-1
decease,-1
deceased,-2
deceit,-2
deceitful,-2
deceitfully,-2
deceitfulness,-2
deceive,-2
deceiver,-2
decelerate,0
deceleration,0
decency,1
decent,1
decently,2
decentralization,0
decentralize,0
deception,-2
deceptive,-2
deceptively,-2
decibel,0
decide,0
decided,0
decidedly,0
deciduous,0
decimal,0
decimate,0
decimation,-2
decipher,0
decipherable,1
decision,0
decisive,2
decisively,1
decisiveness,2
deck,0
deckhand,0
declaim,0
declamation,0
declamatory,0
declaration,0
declarative,0
declare,0
declassify,0
declension,0
decline,-1
decode,0
decollete,0
decommission,0
decompose,-1
decomposition,0
decompress,0
decompression,0
decongestant,0
deconstruction,0
decontaminate,0
decontamination,0
decor,0
decorate,0
decoration,0
decorative,0
decorator,0
decorous,1
decorously,2
decorum,0
decoy,0
decrease,0
decree,0
decrepit,-2
decrepitude,-2
decriminalization,0
decriminalize,0
decry,-1
dedicate,0
dedicated,2
dedication,2
deduce,0
deducible,0
deduct,0
deductible,0
deduction,0
deductive,0
deed,0
deem,0
de-emphasize,0
deep,0
deepen,0
deep-fry,0
deeply,0
deepness,0
deep-rooted,0
deep-seated,0
deep-six,0
deer,0
deerskin,0
deescalate,0
deescalation,0
deface,-1
defacement,-2
defamation,-2
defamatory,-2
defame,-2
default,-1
defaulter,-2
defeat,-1
defeatism,-1
defeatist,-1
defecate,0
defecation,-1
defect,-1
defection,-1
defective,-2
defector,-2
defend,0
defendant,0
defender,1
defense,0
defenseless,-2
defensible,1
defensive,-1
defensively,-1
defer,0
deference,1
deferential,0
deferentially,1
deferment,0
defiance,-2
defiant,-1
defiantly,-1
deficiency,-1
deficient,-1
deficit,-1
defile,-2
defilement,-2
define,0
definite,1
definitely,0
definiteness,0
definition,0
definitive,0
deflate,-1
deflation,0
deflect,0
deflection,0
defogger,0
defoliant,0
defoliate,0
defoliation,0
deforest,-1
deforestation,-1
deform,-1
deformation,-1
deformed,-2
deformity,-2
defraud,-2
defray,0
defrost,0
defroster,0
deft,2
deftly,2
deftness,2
defunct,-1
defuse,1
defy,-2
degeneracy,-2
degenerate,-1
degeneration,-1
degradation,-2
degrade,-2
degrading,-2
degree,0
dehumanization,-2
dehumanize,-2
dehumidifier,0
dehumidify,0
dehydrate,0
dehydration,-1
deice,0
deicer,0
deification,0
deify,1
deign,-1
deism,0
deity,0
dejected,-1
dejectedly,-2
dejection,-1
delay,-1
delectable,2
delectation,2
delegate,0
delegation,0
delete,0
deleterious,-2
deletion,0
deli,0
deliberate,0
deliberately,0
deliberation,0
delicacy,2
delicate,1
delicately,1
delicatessen,0
delicious,2
deliciously,2
deliciousness,2
delight,2
delighted,2
delightful,2
delightfully,2
delimit,0
delineate,0
delineation,0
delinquency,-2
delinquent,-2
delirious,-1
deliriously,-1
delirium,-1
deliver,0
deliverance,1
deliverer,0
delivery,0
dell,0
delphinium,0
delta,0
delude,-2
deluge,-1
delusion,-2
delusive,-1
deluxe,2
delve,0
demagnetization,0
demagnetize,0
demagogic,-1
demagogue,0
demagoguery,-2
demagogy,-2
demand,-1
demanding,-1
demarcate,0
demarcation,0
demean,-2
demeanor,0
demented,-2
dementia,-2
demerit,-2
demesne,0
demigod,0
demijohn,0
demilitarize,0
demise,-2
demitasse,0
demo,0
demobilization,0
demobilize,0
democracy,0
democrat,0
democratic,2
democratically,2
democratize,0
demographic,0
demographically,0
demographics,0
demography,0
demolish,-2
demolition,-1
demon,-2
demoniac,-2
demoniacal,-2
demonic,-2
demonstrable,0
demonstrably,0
demonstrate,0
demonstration,0
demonstrative,0
demonstrator,0
demoralization,-2
demoralize,-2
demoralizing,-2
demote,-2
demotion,-2
demur,0
demure,1
demurely,1
den,0
denature,0
dendrite,0
denial,-1
denigrate,-2
denigration,-2
denim,0
denizen,0
denominate,0
denomination,0
denominational,0
denominator,0
denotation,0
denote,0
denouement,0
denounce,-2
denouncement,-2
dense,-1
densely,-1
denseness,0
density,0
dent,-1
dental,0
dentifrice,0
dentin,0
dentist,0
dentistry,0
denture,0
dentures,0
denude,-1
denunciation,-2
deny,-2
deodorant,0
deodorize,0
depart,0
departed,0
department,0
departmental,0
departure,0
depend,0
dependability,1
dependable,2
dependably,2
dependence,0
dependency,0
dependent,0
depict,0
depiction,0
depilatory,0
deplane,0
deplete,-1
depletion,-1
deplorable,-2
deplorably,-2
deplore,-2
deploy,0
deployment,0
depopulate,0
depopulation,-1
deport,-1
deportation,-2
deportment,0
depose,0
deposit,0
deposition,0
depositor,0
depository,0
depot,0
deprave,-2
depraved,-2
depravity,-2
deprecate,-1
deprecation,-1
deprecatory,-1
depreciate,-1
depreciation,-1
depredation,-2
depress,-1
depressant,-2
depressed,-2
depressing,-2
depression,-2
depressive,-2
deprivation,-2
deprive,-1
deprived,-2
deprogram,0
dept.,0
depth,0
deputation,0
depute,0
deputize,0
deputy,0
derail,-1
derailleur,0
derailment,-2
derange,-1
deranged,-2
derangement,-2
derby,0
deregulate,0
deregulation,0
derelict,-2
dereliction,-2
deride,-2
derision,-2
derisive,-2
derisively,-2
derivation,0
derivative,0
derive,0
dermatitis,-1
dermatologist,0
dermatology,0
dermis,0
derogate,-2
derogation,-2
derogatory,-2
derrick,0
derriere,0
derringer,0
dervish,0
desalinate,0
desalination,0
descant,0
descend,0
descendant,0
descent,0
describe,0
description,0
descriptive,0
descriptively,0
descry,0
desecrate,-2
desecration,-2
desegregate,1
desegregation,0
desensitization,0
desensitize,0
desert,-1
deserter,-2
desertion,-2
deserve,0
deservedly,2
deserving,2
desiccate,0
desiccation,0
desiderata,0
desideratum,0
design,0
designate,0
designation,0
designer,0
designing,0
desirability,1
desirable,2
desirably,2
desire,0
desirous,1
desist,0
desk,0
desktop,0
desolate,-1
desolately,-2
desolation,-2
despair,-2
despairingly,-2
despatch,0
desperado,-2
desperate,-1
desperately,-2
desperation,-1
despicable,-2
despicably,-2
despise,-2
despite,0
despoil,-2
despondency,-1
despondent,-1
despondently,-2
despot,-2
despotic,-2
despotism,-2
dessert,0
destination,0
destine,0
destiny,0
destitute,-2
destitution,-2
destroy,-2
destroyer,-1
destruction,-2
destructive,-2
destructively,-2
destructiveness,-2
desultory,-1
detach,0
detachable,0
detached,-1
detachment,0
detail,0
detailed,1
detain,-1
detainment,-2
detect,0
detectable,0
detection,0
detective,0
detector,0
detente,2
detention,-2
deter,-1
detergent,0
deteriorate,-2
deterioration,-1
determinant,0
determinate,0
determination,2
determine,0
determined,2
determiner,0
deterrence,-1
deterrent,-1
detest,-2
detestable,-2
detestation,-2
dethrone,-1
dethronement,-2
detonate,0
detonation,0
detonator,0
detour,0
detox,0
detoxification,0
detoxify,0
detract,-1
detraction,-1
detractor,-1
detriment,-2
detrimental,-2
detritus,0
deuce,0
devaluation,-1
devalue,-1
devastate,-2
devastating,-3
devastation,-2
develop,0
developer,0
developing,0
development,0
deviance,0
deviant,-2
deviate,-1
deviation,-1
device,0
devil,-1
devilish,-1
devilishly,-1
devil-may-care,-1
devilment,-1
deviltry,-1
devious,-2
deviously,-2
deviousness,-1
devise,0
devoid,-1
devolve,0
devote,0
devoted,2
devotedly,2
devotee,0
devotion,2
devotional,1
devour,-1
devout,1
devoutly,2
devoutness,2
dew,0
dewdrop,0
dewlap,0
dewy,0
dexterity,2
dexterous,1
dexterously,1
dextrose,0
dextrous,2
diabetes,-1
diabetic,-1
diabolic,-2
diabolical,-2
diabolically,-2
diacritic,0
diadem,0
diagnose,0
diagnoses,0
diagnosis,0
diagnostic,0
diagnostician,0
diagonal,0
diagonally,0
diagram,0
dial,0
dialect,0
dialectal,0
dialectic,0
dialog,0
dialogue,0
dialyses,0
dialysis,0
diameter,0
diametrical,0
diametrically,-1
diamond,0
diaper,0
diaphanous,0
diaphragm,0
diarist,0
diarrhea,-1
diarrhoea,-1
diary,0
diastolic,0
diatribe,-1
dice,0
dichotomy,0
dick,-2
dicker,-1
dickey,-1
dicky,-1
dicta,0
dictate,0
dictation,0
dictator,-1
dictatorial,-2
dictatorship,-1
diction,0
dictionary,0
dictum,0
did,0
didactic,0
diddle,-1
die,-2
diehard,-1
die-hard,0
diereses,0
dieresis,0
diesel,0
diet,0
dietary,0
dieter,0
dietetic,0
dietetics,0
dietician,0
dietitian,0
differ,0
difference,0
different,0
differential,0
differentiate,0
differentiation,0
differently,0
difficult,-2
difficulty,-2
diffidence,-1
diffident,-1
diffidently,-1
diffraction,0
diffuse,0
diffusely,0
diffuseness,0
diffusion,0
dig,0
digest,0
digestible,0
digestion,0
digestive,0
digger,0
digit,0
digital,0
digitalis,0
dignified,2
dignify,0
dignitary,0
dignity,1
digraph,0
digress,0
digression,0
digressive,0
dike,0
dilapidated,-2
dilapidation,-1
dilate,0
dilation,0
dilatory,0
dilemma,-1
dilettante,0
dilettantism,0
diligence,2
diligent,2
diligently,2
dill,0
dillydally,-1
dilute,0
diluted,-1
dilution,0
dim,-1
dime,0
dimension,0
dimensional,0
diminish,0
diminuendo,0
diminution,-1
diminutive,0
dimly,-1
dimmer,0
dimness,0
dimple,0
dimwit,-2
dimwitted,-2
din,-1
dine,0
diner,0
dinette,0
ding,0
dinghy,0
dinginess,-1
dingo,0
dingy,-1
dinky,-1
dinner,0
dinosaur,0
dint,0
diocesan,0
diocese,0
diode,0
diorama,0
dioxin,0
dip,0
diphtheria,-2
diphthong,0
diploma,0
diplomacy,0
diplomat,0
diplomatic,2
diplomatically,2
dipper,0
dipsomania,0
dipsomaniac,0
dipstick,0
dire,-3
direct,0
direction,0
directional,0
directions,0
directive,0
directly,0
directness,0
director,0
directorate,0
directorship,0
directory,0
dirge,-1
dirigible,0
dirk,0
dirt,-1
dirtiness,-2
dirty,-2
dis,0
disability,-1
disable,-1
disabled,-1
disabuse,0
disadvantage,-1
disadvantaged,-2
disadvantageous,-2
disaffected,-1
disaffection,-2
disagree,-1
disagreeable,-2
disagreeably,-2
disagreement,-2
disallow,-1
disappear,0
disappearance,0
disappoint,-2
disappointed,-2
disappointing,-2
disappointingly,-2
disappointment,-2
disapprobation,-2
disapproval,-2
disapprove,-2
disapprovingly,-2
disarm,-1
disarmament,0
disarming,2
disarrange,0
disarrangement,-1
disarray,-1
disassemble,0
disassociate,0
disaster,-2
disastrous,-3
disastrously,-3
disavow,-1
disavowal,-1
disband,0
disbar,-1
disbarment,-2
disbelief,-1
disbelieve,-1
disburse,0
disbursement,0
disc,0
discard,0
discern,0
discernible,0
discerning,2
discernment,0
discharge,0
disciple,0
disciplinarian,0
disciplinary,0
discipline,0
disclaim,-1
disclaimer,0
disclose,0
disclosure,0
disco,0
discolor,-1
discoloration,-1
discomfit,-1
discomfiture,-1
discomfort,-1
disconcert,-1
disconcerting,-1
disconnect,0
disconnected,-1
disconnection,-1
disconsolate,-2
disconsolately,-2
discontent,-1
discontented,-2
discontentment,-2
discontinuance,0
discontinuation,0
discontinue,0
discontinuity,-1
discontinuous,-1
discord,-2
discordant,-1
discotheque,0
discount,0
discountenance,-1
discourage,-1
discouragement,-2
discouraging,-2
discouragingly,-2
discourse,0
discourteous,-2
discourteously,-2
discourtesy,-2
discover,0
discoverer,0
discovery,0
discredit,-2
discreditable,-2
discreet,2
discreetly,0
discrepancy,-1
discrete,0
discretion,0
discretionary,0
discriminate,-2
discriminating,1
discrimination,-2
discriminatory,-2
discursive,0
discus,0
discuss,0
discussion,0
disdain,-2
disdainful,-2
disdainfully,-2
disease,-2
diseased,-2
disembark,0
disembarkation,0
disembowel,-2
disenchant,-1
disenchanted,-2
disenchantment,-2
disenfranchise,-2
disengage,0
disengagement,0
disentangle,0
disentanglement,0
disfavor,-2
disfigure,-1
disfigurement,-2
disfranchise,-2
disgorge,0
disgrace,-2
disgraceful,-2
disgracefully,-2
disgruntle,-2
disgruntled,-1
disguise,0
disgust,-2
disgusted,-2
disgusting,-2
disgustingly,-2
dish,0
disharmony,-2
dishcloth,0
dishearten,-1
disheveled,-1
dishonest,-2
dishonestly,-2
dishonesty,-2
dishonor,-2
dishonorable,-2
dishonorably,-2
dishpan,0
dishrag,0
dishtowel,0
dishwasher,0
dishwater,0
disillusion,-1
disillusioned,-1
disillusionment,-2
disinclined,-1
disinfect,0
disinfectant,0
disinformation,-2
disingenuous,-1
disinherit,-1
disintegrate,-1
disintegration,0
disinter,0
disinterest,-1
disinterested,-1
disjointed,-2
disk,0
diskette,0
dislike,-1
dislocate,-1
dislocation,-1
dislodge,0
disloyal,-2
disloyalty,-2
dismal,-3
dismally,-2
dismantle,0
dismay,-1
dismember,-1
dismemberment,-2
dismiss,-1
dismissal,-2
dismount,0
disobedience,-2
disobedient,-2
disobey,-2
disorder,-1
disorderliness,-1
disorderly,-2
disorganization,-1
disorganize,-1
disorganized,-1
disorient,-1
disorientation,-1
disown,-2
disparage,-2
disparagement,-2
disparaging,-2
disparate,0
disparity,0
dispassionate,-1
dispassionately,0
dispatch,0
dispatcher,0
dispel,0
dispensable,-2
dispensary,0
dispensation,0
dispense,0
dispenser,0
dispersal,0
disperse,0
dispersion,0
dispirit,-2
dispirited,-1
displace,-1
displacement,0
display,0
displease,-1
displeasure,-2
disport,0
disposable,-1
disposal,0
dispose,0
disposition,0
dispossess,-1
dispossession,-2
disproportion,-1
disproportionate,-1
disproportionately,-1
disprove,-2
disputable,-1
disputant,0
disputation,0
disputatious,-1
dispute,-1
disqualification,-2
disqualify,-2
disquiet,-2
disquisition,0
disregard,-1
disrepair,-2
disreputable,-2
disreputably,-2
disrepute,-2
disrespect,-2
disrespectful,-2
disrespectfully,-2
disrobe,0
disrupt,-1
disruption,-1
disruptive,-2
dissatisfaction,-2
dissatisfied,-2
dissatisfy,-1
dissect,0
dissection,0
dissemble,-1
disseminate,0
dissemination,0
dissension,-2
dissent,-1
dissenter,-2
dissertation,0
disservice,-2
dissidence,-2
dissident,-1
dissimilar,0
dissimilarity,0
dissimulate,-1
dissimulation,-1
dissipate,0
dissipated,-2
dissipation,0
dissociate,0
dissociation,0
dissolute,-2
dissolutely,-2
dissolution,-1
dissolve,0
dissonance,-1
dissonant,-1
dissuade,-1
dissuasion,0
distaff,0
distance,-1
distant,0
distantly,0
distaste,-2
distasteful,-2
distastefully,-2
distemper,0
distend,0
distention,0
distill,0
distillation,0
distiller,0
distillery,0
distinct,1
distinction,1
distinctive,1
distinctively,0
distinctiveness,0
distinctly,0
distinguish,0
distinguishable,1
distinguished,2
distort,-1
distortion,-1
distract,-1
distracted,-1
distraction,-1
distraught,-2
distress,-1
distressful,-2
distribute,0
distribution,0
distributive,0
distributor,0
district,0
distrust,-2
distrustful,-2
distrustfully,-2
disturb,-1
disturbance,-2
disturbed,-1
disturbing,-2
disunite,-1
disunity,-2
disuse,0
ditch,-1
dither,-1
ditto,0
ditty,0
diuretic,0
diurnal,0
div.,0
diva,0
divan,0
dive,0
diver,0
diverge,0
divergence,0
divergent,-1
divers,0
diverse,0
diversely,0
diversification,0
diversify,0
diversion,0
diversionary,0
diversity,0
divert,0
divest,0
divide,0
dividend,0
divider,0
divination,0
divine,3
divinely,3
diviner,0
divinity,0
divisibility,0
divisible,0
division,0
divisive,-2
divisively,-1
divisiveness,-2
divisor,0
divorce,-2
divorced,-1
divorcee,0
divot,0
divulge,0
divvy,0
dizzily,-1
dizziness,-1
dizzy,-1
dj,0
do,0
doable,1
doc,0
docile,0
docility,0
dock,0
docket,0
dockyard,0
doctor,-1
doctoral,0
doctorate,0
doctrinaire,-1
doctrinal,0
doctrine,0
docudrama,0
document,0
documentary,0
